"Date","Price","Open","High","Low","Vol.","Change %"
"02/16/2000","1,419.00","1,419.00","1,419.00","1,419.00","","1.87%"
"02/15/2000","1,393.00","1,393.00","1,393.00","1,393.00","","2.05%"
"02/14/2000","1,365.00","1,365.00","1,365.00","1,365.00","","1.49%"
"02/11/2000","1,345.00","1,345.00","1,345.00","1,345.00","","2.13%"
"02/10/2000","1,317.00","1,317.00","1,317.00","1,317.00","","1.86%"
"02/09/2000","1,293.00","1,293.00","1,293.00","1,293.00","","1.25%"
"02/08/2000","1,277.00","1,277.00","1,277.00","1,277.00","","0.08%"
"02/07/2000","1,276.00","1,276.00","1,276.00","1,276.00","","-0.31%"
"02/04/2000","1,280.00","1,280.00","1,280.00","1,280.00","","-0.47%"
"02/03/2000","1,286.00","1,286.00","1,286.00","1,286.00","","-0.77%"
"02/02/2000","1,296.00","1,296.00","1,296.00","1,296.00","","-1.14%"
"02/01/2000","1,311.00","1,311.00","1,311.00","1,311.00","","-0.61%"
"01/31/2000","1,319.00","1,319.00","1,319.00","1,319.00","","-0.75%"
"01/28/2000","1,329.00","1,329.00","1,329.00","1,329.00","","-0.82%"
"01/27/2000","1,340.00","1,340.00","1,340.00","1,340.00","","-1.03%"
"01/26/2000","1,354.00","1,354.00","1,354.00","1,354.00","","-1.02%"
"01/25/2000","1,368.00","1,368.00","1,368.00","1,368.00","","-0.73%"
"01/24/2000","1,378.00","1,378.00","1,378.00","1,378.00","","-0.43%"
"01/21/2000","1,384.00","1,384.00","1,384.00","1,384.00","","-0.65%"
"01/20/2000","1,393.00","1,393.00","1,393.00","1,393.00","","-0.50%"
"01/19/2000","1,400.00","1,400.00","1,400.00","1,400.00","","-0.36%"
"01/18/2000","1,405.00","1,405.00","1,405.00","1,405.00","","-0.07%"
"01/17/2000","1,406.00","1,406.00","1,406.00","1,406.00","","0.14%"
"01/14/2000","1,404.00","1,404.00","1,404.00","1,404.00","","0.07%"
"01/13/2000","1,403.00","1,403.00","1,403.00","1,403.00","","0.50%"
"01/12/2000","1,396.00","1,396.00","1,396.00","1,396.00","","0.58%"
"01/11/2000","1,388.00","1,388.00","1,388.00","1,388.00","","0.87%"
"01/10/2000","1,376.00","1,376.00","1,376.00","1,376.00","","0.58%"
"01/07/2000","1,368.00","1,368.00","1,368.00","1,368.00","","1.26%"
"01/06/2000","1,351.00","1,351.00","1,351.00","1,351.00","","1.66%"
"01/05/2000","1,329.00","1,329.00","1,329.00","1,329.00","","0.68%"
"01/04/2000","1,320.00","1,320.00","1,320.00","1,320.00","","0.08%"
"12/24/1999","1,319.00","1,319.00","1,319.00","1,319.00","","-0.08%"
"12/23/1999","1,320.00","1,320.00","1,320.00","1,320.00","","-0.30%"
"12/22/1999","1,324.00","1,324.00","1,324.00","1,324.00","","-0.38%"
"12/21/1999","1,329.00","1,329.00","1,329.00","1,329.00","","-0.37%"
"12/20/1999","1,334.00","1,334.00","1,334.00","1,334.00","","-0.67%"
"12/17/1999","1,343.00","1,343.00","1,343.00","1,343.00","","-0.44%"
"12/16/1999","1,349.00","1,349.00","1,349.00","1,349.00","","-0.30%"
"12/15/1999","1,353.00","1,353.00","1,353.00","1,353.00","","-0.37%"
"12/14/1999","1,358.00","1,358.00","1,358.00","1,358.00","","-0.15%"
"12/13/1999","1,360.00","1,360.00","1,360.00","1,360.00","","0.00%"
"12/10/1999","1,360.00","1,360.00","1,360.00","1,360.00","","0.29%"
"12/09/1999","1,356.00","1,356.00","1,356.00","1,356.00","","0.52%"
"12/08/1999","1,349.00","1,349.00","1,349.00","1,349.00","","0.37%"
"12/07/1999","1,344.00","1,344.00","1,344.00","1,344.00","","0.22%"
"12/06/1999","1,341.00","1,341.00","1,341.00","1,341.00","","0.00%"
"12/03/1999","1,341.00","1,341.00","1,341.00","1,341.00","","-0.07%"
"12/02/1999","1,342.00","1,342.00","1,342.00","1,342.00","","-0.15%"
"12/01/1999","1,344.00","1,344.00","1,344.00","1,344.00","","-0.52%"
"11/30/1999","1,351.00","1,351.00","1,351.00","1,351.00","","-0.30%"
"11/29/1999","1,355.00","1,355.00","1,355.00","1,355.00","","0.00%"
"11/26/1999","1,355.00","1,355.00","1,355.00","1,355.00","","-0.07%"
"11/25/1999","1,356.00","1,356.00","1,356.00","1,356.00","","0.15%"
"11/24/1999","1,354.00","1,354.00","1,354.00","1,354.00","","-0.07%"
"11/23/1999","1,355.00","1,355.00","1,355.00","1,355.00","","-0.07%"
"11/22/1999","1,356.00","1,356.00","1,356.00","1,356.00","","0.15%"
"11/19/1999","1,354.00","1,354.00","1,354.00","1,354.00","","0.30%"
"11/18/1999","1,350.00","1,350.00","1,350.00","1,350.00","","0.07%"
"11/17/1999","1,349.00","1,349.00","1,349.00","1,349.00","","0.22%"
"11/16/1999","1,346.00","1,346.00","1,346.00","1,346.00","","0.30%"
"11/15/1999","1,342.00","1,342.00","1,342.00","1,342.00","","0.52%"
"11/12/1999","1,335.00","1,335.00","1,335.00","1,335.00","","0.75%"
"11/11/1999","1,325.00","1,325.00","1,325.00","1,325.00","","1.07%"
"11/10/1999","1,311.00","1,311.00","1,311.00","1,311.00","","0.77%"
"11/09/1999","1,301.00","1,301.00","1,301.00","1,301.00","","0.39%"
"11/08/1999","1,296.00","1,296.00","1,296.00","1,296.00","","0.00%"
"11/05/1999","1,296.00","1,296.00","1,296.00","1,296.00","","-0.38%"
"11/04/1999","1,301.00","1,301.00","1,301.00","1,301.00","","-0.91%"
"11/03/1999","1,313.00","1,313.00","1,313.00","1,313.00","","-0.53%"
"11/02/1999","1,320.00","1,320.00","1,320.00","1,320.00","","-1.05%"
"11/01/1999","1,334.00","1,334.00","1,334.00","1,334.00","","-1.26%"
"10/29/1999","1,351.00","1,351.00","1,351.00","1,351.00","","-1.24%"
"10/28/1999","1,368.00","1,368.00","1,368.00","1,368.00","","-0.87%"
"10/27/1999","1,380.00","1,380.00","1,380.00","1,380.00","","-0.72%"
"10/26/1999","1,390.00","1,390.00","1,390.00","1,390.00","","-0.64%"
"10/25/1999","1,399.00","1,399.00","1,399.00","1,399.00","","-0.36%"
"10/22/1999","1,404.00","1,404.00","1,404.00","1,404.00","","-0.14%"
"10/21/1999","1,406.00","1,406.00","1,406.00","1,406.00","","0.64%"
"10/20/1999","1,397.00","1,397.00","1,397.00","1,397.00","","0.87%"
"10/19/1999","1,385.00","1,385.00","1,385.00","1,385.00","","0.80%"
"10/18/1999","1,374.00","1,374.00","1,374.00","1,374.00","","0.88%"
"10/15/1999","1,362.00","1,362.00","1,362.00","1,362.00","","1.49%"
"10/14/1999","1,342.00","1,342.00","1,342.00","1,342.00","","1.36%"
"10/13/1999","1,324.00","1,324.00","1,324.00","1,324.00","","1.22%"
"10/12/1999","1,308.00","1,308.00","1,308.00","1,308.00","","0.54%"
"10/11/1999","1,301.00","1,301.00","1,301.00","1,301.00","","0.54%"
"10/08/1999","1,294.00","1,294.00","1,294.00","1,294.00","","1.09%"
"10/07/1999","1,280.00","1,280.00","1,280.00","1,280.00","","0.71%"
"10/06/1999","1,271.00","1,271.00","1,271.00","1,271.00","","0.32%"
"10/05/1999","1,267.00","1,267.00","1,267.00","1,267.00","","0.32%"
"10/04/1999","1,263.00","1,263.00","1,263.00","1,263.00","","0.48%"
"10/01/1999","1,257.00","1,257.00","1,257.00","1,257.00","","1.13%"
"09/30/1999","1,243.00","1,243.00","1,243.00","1,243.00","","1.64%"
"09/29/1999","1,223.00","1,223.00","1,223.00","1,223.00","","0.49%"
"09/28/1999","1,217.00","1,217.00","1,217.00","1,217.00","","0.08%"
"09/27/1999","1,216.00","1,216.00","1,216.00","1,216.00","","0.25%"
"09/24/1999","1,213.00","1,213.00","1,213.00","1,213.00","","0.00%"
"09/23/1999","1,213.00","1,213.00","1,213.00","1,213.00","","0.17%"
"09/22/1999","1,211.00","1,211.00","1,211.00","1,211.00","","0.50%"
"09/21/1999","1,205.00","1,205.00","1,205.00","1,205.00","","0.67%"
"09/20/1999","1,197.00","1,197.00","1,197.00","1,197.00","","0.59%"
"09/17/1999","1,190.00","1,190.00","1,190.00","1,190.00","","0.68%"
"09/16/1999","1,182.00","1,182.00","1,182.00","1,182.00","","1.81%"
"09/15/1999","1,161.00","1,161.00","1,161.00","1,161.00","","1.57%"
"09/14/1999","1,143.00","1,143.00","1,143.00","1,143.00","","1.69%"
"09/13/1999","1,124.00","1,124.00","1,124.00","1,124.00","","1.54%"
"09/10/1999","1,107.00","1,107.00","1,107.00","1,107.00","","1.93%"
"09/09/1999","1,086.00","1,086.00","1,086.00","1,086.00","","1.88%"
"09/08/1999","1,066.00","1,066.00","1,066.00","1,066.00","","1.43%"
"09/07/1999","1,051.00","1,051.00","1,051.00","1,051.00","","0.77%"
"09/06/1999","1,043.00","1,043.00","1,043.00","1,043.00","","0.38%"
"09/03/1999","1,039.00","1,039.00","1,039.00","1,039.00","","0.10%"
"09/02/1999","1,038.00","1,038.00","1,038.00","1,038.00","","-0.10%"
"09/01/1999","1,039.00","1,039.00","1,039.00","1,039.00","","0.10%"
"08/31/1999","1,038.00","1,038.00","1,038.00","1,038.00","","-0.29%"
"08/27/1999","1,041.00","1,041.00","1,041.00","1,041.00","","0.00%"
"08/26/1999","1,041.00","1,041.00","1,041.00","1,041.00","","-0.29%"
"08/25/1999","1,044.00","1,044.00","1,044.00","1,044.00","","-0.85%"
"08/24/1999","1,053.00","1,053.00","1,053.00","1,053.00","","-0.75%"
"08/23/1999","1,061.00","1,061.00","1,061.00","1,061.00","","-0.38%"
"08/20/1999","1,065.00","1,065.00","1,065.00","1,065.00","","-0.09%"
"08/19/1999","1,066.00","1,066.00","1,066.00","1,066.00","","0.00%"
"08/18/1999","1,066.00","1,066.00","1,066.00","1,066.00","","0.19%"
"08/17/1999","1,064.00","1,064.00","1,064.00","1,064.00","","0.28%"
"08/16/1999","1,061.00","1,061.00","1,061.00","1,061.00","","0.28%"
"08/13/1999","1,058.00","1,058.00","1,058.00","1,058.00","","0.19%"
"08/12/1999","1,056.00","1,056.00","1,056.00","1,056.00","","0.67%"
"08/11/1999","1,049.00","1,049.00","1,049.00","1,049.00","","0.38%"
"08/10/1999","1,045.00","1,045.00","1,045.00","1,045.00","","0.38%"
"08/09/1999","1,041.00","1,041.00","1,041.00","1,041.00","","0.77%"
"08/06/1999","1,033.00","1,033.00","1,033.00","1,033.00","","0.78%"
"08/05/1999","1,025.00","1,025.00","1,025.00","1,025.00","","0.39%"
"08/04/1999","1,021.00","1,021.00","1,021.00","1,021.00","","0.20%"
"08/03/1999","1,019.00","1,019.00","1,019.00","1,019.00","","0.59%"
"08/02/1999","1,013.00","1,013.00","1,013.00","1,013.00","","1.00%"
"07/30/1999","1,003.00","1,003.00","1,003.00","1,003.00","","0.70%"
"07/29/1999","996.00","996.00","996.00","996.00","","0.91%"
"07/28/1999","987.00","987.00","987.00","987.00","","0.82%"
"07/27/1999","979.00","979.00","979.00","979.00","","0.51%"
"07/26/1999","974.00","974.00","974.00","974.00","","0.10%"
"07/23/1999","973.00","973.00","973.00","973.00","","0.00%"
"07/22/1999","973.00","973.00","973.00","973.00","","-0.51%"
"07/21/1999","978.00","978.00","978.00","978.00","","-0.51%"
"07/20/1999","983.00","983.00","983.00","983.00","","-0.51%"
"07/19/1999","988.00","988.00","988.00","988.00","","0.10%"
"07/16/1999","987.00","987.00","987.00","987.00","","-0.10%"
"07/15/1999","988.00","988.00","988.00","988.00","","0.30%"
"07/14/1999","985.00","985.00","985.00","985.00","","0.10%"
"07/13/1999","984.00","984.00","984.00","984.00","","-0.20%"
"07/12/1999","986.00","986.00","986.00","986.00","","0.00%"
"07/09/1999","986.00","986.00","986.00","986.00","","1.02%"
"07/08/1999","976.00","976.00","976.00","976.00","","1.99%"
"07/07/1999","957.00","957.00","957.00","957.00","","1.06%"
"07/06/1999","947.00","947.00","947.00","947.00","","-0.21%"
"07/05/1999","949.00","949.00","949.00","949.00","","-0.63%"
"07/02/1999","955.00","955.00","955.00","955.00","","-0.52%"
"07/01/1999","960.00","960.00","960.00","960.00","","-1.03%"
"06/30/1999","970.00","970.00","970.00","970.00","","-0.61%"
"06/29/1999","976.00","976.00","976.00","976.00","","-0.61%"
"06/28/1999","982.00","982.00","982.00","982.00","","-0.20%"
"06/25/1999","984.00","984.00","984.00","984.00","","0.72%"
"06/24/1999","977.00","977.00","977.00","977.00","","1.03%"
"06/23/1999","967.00","967.00","967.00","967.00","","1.26%"
"06/22/1999","955.00","955.00","955.00","955.00","","-0.10%"
"06/21/1999","956.00","956.00","956.00","956.00","","-0.52%"
"06/18/1999","961.00","961.00","961.00","961.00","","-1.44%"
"06/17/1999","975.00","975.00","975.00","975.00","","-2.40%"
"06/16/1999","999.00","999.00","999.00","999.00","","-1.48%"
"06/15/1999","1,014.00","1,014.00","1,014.00","1,014.00","","-0.88%"
"06/14/1999","1,023.00","1,023.00","1,023.00","1,023.00","","-0.39%"
"06/11/1999","1,027.00","1,027.00","1,027.00","1,027.00","","0.00%"
"06/10/1999","1,027.00","1,027.00","1,027.00","1,027.00","","0.29%"
"06/09/1999","1,024.00","1,024.00","1,024.00","1,024.00","","0.99%"
"06/08/1999","1,014.00","1,014.00","1,014.00","1,014.00","","0.50%"
"06/07/1999","1,009.00","1,009.00","1,009.00","1,009.00","","1.10%"
"06/04/1999","998.00","998.00","998.00","998.00","","2.04%"
"06/03/1999","978.00","978.00","978.00","978.00","","0.62%"
"06/02/1999","972.00","972.00","972.00","972.00","","-0.31%"
"06/01/1999","975.00","975.00","975.00","975.00","","-0.71%"
"05/28/1999","982.00","982.00","982.00","982.00","","-0.61%"
"05/27/1999","988.00","988.00","988.00","988.00","","-1.89%"
"05/26/1999","1,007.00","1,007.00","1,007.00","1,007.00","","-0.98%"
"05/25/1999","1,017.00","1,017.00","1,017.00","1,017.00","","-0.49%"
"05/24/1999","1,022.00","1,022.00","1,022.00","1,022.00","","-0.49%"
"05/21/1999","1,027.00","1,027.00","1,027.00","1,027.00","","0.00%"
"05/20/1999","1,027.00","1,027.00","1,027.00","1,027.00","","-1.53%"
"05/19/1999","1,043.00","1,043.00","1,043.00","1,043.00","","-1.70%"
"05/18/1999","1,061.00","1,061.00","1,061.00","1,061.00","","-1.03%"
"05/17/1999","1,072.00","1,072.00","1,072.00","1,072.00","","-1.02%"
"05/14/1999","1,083.00","1,083.00","1,083.00","1,083.00","","-1.28%"
"05/13/1999","1,097.00","1,097.00","1,097.00","1,097.00","","-1.35%"
"05/12/1999","1,112.00","1,112.00","1,112.00","1,112.00","","-0.80%"
"05/11/1999","1,121.00","1,121.00","1,121.00","1,121.00","","-0.36%"
"05/10/1999","1,125.00","1,125.00","1,125.00","1,125.00","","0.45%"
"05/07/1999","1,120.00","1,120.00","1,120.00","1,120.00","","1.45%"
"05/06/1999","1,104.00","1,104.00","1,104.00","1,104.00","","0.91%"
"05/05/1999","1,094.00","1,094.00","1,094.00","1,094.00","","-0.09%"
"05/04/1999","1,095.00","1,095.00","1,095.00","1,095.00","","0.37%"
"04/30/1999","1,091.00","1,091.00","1,091.00","1,091.00","","3.22%"
"04/29/1999","1,057.00","1,057.00","1,057.00","1,057.00","","2.72%"
"04/28/1999","1,029.00","1,029.00","1,029.00","1,029.00","","3.42%"
"04/27/1999","995.00","995.00","995.00","995.00","","2.37%"
"04/26/1999","972.00","972.00","972.00","972.00","","1.36%"
"04/23/1999","959.00","959.00","959.00","959.00","","1.91%"
"04/22/1999","941.00","941.00","941.00","941.00","","2.17%"
"04/21/1999","921.00","921.00","921.00","921.00","","1.66%"
"04/20/1999","906.00","906.00","906.00","906.00","","1.00%"
"04/19/1999","897.00","897.00","897.00","897.00","","1.13%"
"04/16/1999","887.00","887.00","887.00","887.00","","1.60%"
"04/15/1999","873.00","873.00","873.00","873.00","","2.22%"
"04/14/1999","854.00","854.00","854.00","854.00","","-0.23%"
"04/13/1999","856.00","856.00","856.00","856.00","","-0.23%"
"04/12/1999","858.00","858.00","858.00","858.00","","-0.23%"
"04/09/1999","860.00","860.00","860.00","860.00","","-0.23%"
"04/08/1999","862.00","862.00","862.00","862.00","","-1.26%"
"04/07/1999","873.00","873.00","873.00","873.00","","-1.13%"
"04/06/1999","883.00","883.00","883.00","883.00","","-0.90%"
"04/01/1999","891.00","891.00","891.00","891.00","","-1.22%"
"03/31/1999","902.00","902.00","902.00","902.00","","-1.74%"
"03/30/1999","918.00","918.00","918.00","918.00","","-1.92%"
"03/29/1999","936.00","936.00","936.00","936.00","","-1.27%"
"03/26/1999","948.00","948.00","948.00","948.00","","-0.94%"
"03/25/1999","957.00","957.00","957.00","957.00","","-0.62%"
"03/24/1999","963.00","963.00","963.00","963.00","","-0.62%"
"03/23/1999","969.00","969.00","969.00","969.00","","-0.51%"
"03/22/1999","974.00","974.00","974.00","974.00","","-0.81%"
"03/19/1999","982.00","982.00","982.00","982.00","","-0.51%"
"03/18/1999","987.00","987.00","987.00","987.00","","-0.80%"
"03/17/1999","995.00","995.00","995.00","995.00","","-0.60%"
"03/16/1999","1,001.00","1,001.00","1,001.00","1,001.00","","0.10%"
"03/15/1999","1,000.00","1,000.00","1,000.00","1,000.00","","0.30%"
"03/12/1999","997.00","997.00","997.00","997.00","","1.94%"
"03/11/1999","978.00","978.00","978.00","978.00","","1.03%"
"03/10/1999","968.00","968.00","968.00","968.00","","0.41%"
"03/09/1999","964.00","964.00","964.00","964.00","","0.63%"
"03/08/1999","958.00","958.00","958.00","958.00","","0.21%"
"03/05/1999","956.00","956.00","956.00","956.00","","-1.14%"
"03/04/1999","967.00","967.00","967.00","967.00","","-0.82%"
"03/03/1999","975.00","975.00","975.00","975.00","","-0.41%"
"03/02/1999","979.00","979.00","979.00","979.00","","0.10%"
"03/01/1999","978.00","978.00","978.00","978.00","","1.45%"
"02/26/1999","964.00","964.00","964.00","964.00","","3.10%"
"02/25/1999","935.00","935.00","935.00","935.00","","4.12%"
"02/24/1999","898.00","898.00","898.00","898.00","","2.51%"
"02/23/1999","876.00","876.00","876.00","876.00","","1.98%"
"02/22/1999","859.00","859.00","859.00","859.00","","1.90%"
"02/19/1999","843.00","843.00","843.00","843.00","","1.44%"
"02/18/1999","831.00","831.00","831.00","831.00","","0.73%"
"02/17/1999","825.00","825.00","825.00","825.00","","0.49%"
"02/16/1999","821.00","821.00","821.00","821.00","","0.37%"
"02/15/1999","818.00","818.00","818.00","818.00","","0.74%"
"02/12/1999","812.00","812.00","812.00","812.00","","0.62%"
"02/11/1999","807.00","807.00","807.00","807.00","","0.00%"
"02/10/1999","807.00","807.00","807.00","807.00","","0.25%"
"02/09/1999","805.00","805.00","805.00","805.00","","0.37%"
"02/08/1999","802.00","802.00","802.00","802.00","","0.25%"
"02/05/1999","800.00","800.00","800.00","800.00","","0.76%"
"02/04/1999","794.00","794.00","794.00","794.00","","0.00%"
"02/03/1999","794.00","794.00","794.00","794.00","","-1.12%"
"02/02/1999","803.00","803.00","803.00","803.00","","-1.59%"
"02/01/1999","816.00","816.00","816.00","816.00","","-1.33%"
"01/29/1999","827.00","827.00","827.00","827.00","","-0.96%"
"01/28/1999","835.00","835.00","835.00","835.00","","-0.95%"
"01/27/1999","843.00","843.00","843.00","843.00","","-0.47%"
"01/26/1999","847.00","847.00","847.00","847.00","","-0.12%"
"01/25/1999","848.00","848.00","848.00","848.00","","0.59%"
"01/22/1999","843.00","843.00","843.00","843.00","","2.06%"
"01/21/1999","826.00","826.00","826.00","826.00","","4.42%"
"01/20/1999","791.00","791.00","791.00","791.00","","1.80%"
"01/19/1999","777.00","777.00","777.00","777.00","","0.13%"
"01/18/1999","776.00","776.00","776.00","776.00","","-0.26%"
"01/15/1999","778.00","778.00","778.00","778.00","","0.00%"
"01/14/1999","778.00","778.00","778.00","778.00","","-0.26%"
"01/13/1999","780.00","780.00","780.00","780.00","","-0.76%"
"01/12/1999","786.00","786.00","786.00","786.00","","-0.13%"
"01/11/1999","787.00","787.00","787.00","787.00","","-0.51%"
"01/08/1999","791.00","791.00","791.00","791.00","","-0.13%"
"01/07/1999","792.00","792.00","792.00","792.00","","0.13%"
"01/06/1999","791.00","791.00","791.00","791.00","","1.54%"
"01/05/1999","779.00","779.00","779.00","779.00","","-0.64%"
"01/04/1999","784.00","784.00","784.00","784.00","","-0.88%"
"12/30/1998","791.00","791.00","791.00","791.00","","-0.38%"
"12/29/1998","794.00","794.00","794.00","794.00","","0.00%"
"12/24/1998","794.00","794.00","794.00","794.00","","-0.87%"
"12/23/1998","801.00","801.00","801.00","801.00","","-0.62%"
"12/22/1998","806.00","806.00","806.00","806.00","","-0.86%"
"12/21/1998","813.00","813.00","813.00","813.00","","-0.85%"
"12/18/1998","820.00","820.00","820.00","820.00","","-0.61%"
"12/17/1998","825.00","825.00","825.00","825.00","","-1.08%"
"12/16/1998","834.00","834.00","834.00","834.00","","-0.95%"
"12/15/1998","842.00","842.00","842.00","842.00","","-1.17%"
"12/14/1998","852.00","852.00","852.00","852.00","","-0.47%"
"12/11/1998","856.00","856.00","856.00","856.00","","-1.15%"
"12/10/1998","866.00","866.00","866.00","866.00","","-1.25%"
"12/09/1998","877.00","877.00","877.00","877.00","","-0.79%"
"12/08/1998","884.00","884.00","884.00","884.00","","-1.56%"
"12/07/1998","898.00","898.00","898.00","898.00","","-1.10%"
"12/04/1998","908.00","908.00","908.00","908.00","","-0.98%"
"12/03/1998","917.00","917.00","917.00","917.00","","-0.86%"
"12/02/1998","925.00","925.00","925.00","925.00","","-1.07%"
"12/01/1998","935.00","935.00","935.00","935.00","","-0.64%"
"11/30/1998","941.00","941.00","941.00","941.00","","-0.42%"
"11/27/1998","945.00","945.00","945.00","945.00","","-0.42%"
"11/26/1998","949.00","949.00","949.00","949.00","","-0.63%"
"11/25/1998","955.00","955.00","955.00","955.00","","-0.42%"
"11/24/1998","959.00","959.00","959.00","959.00","","-0.10%"
"11/23/1998","960.00","960.00","960.00","960.00","","-0.21%"
"11/20/1998","962.00","962.00","962.00","962.00","","-0.21%"
"11/19/1998","964.00","964.00","964.00","964.00","","-0.10%"
"11/18/1998","965.00","965.00","965.00","965.00","","-0.10%"
"11/17/1998","966.00","966.00","966.00","966.00","","0.00%"
"11/16/1998","966.00","966.00","966.00","966.00","","0.10%"
"11/13/1998","965.00","965.00","965.00","965.00","","0.00%"
"11/12/1998","965.00","965.00","965.00","965.00","","0.31%"
"11/11/1998","962.00","962.00","962.00","962.00","","0.21%"
"11/10/1998","960.00","960.00","960.00","960.00","","0.10%"
"11/09/1998","959.00","959.00","959.00","959.00","","0.00%"
"11/06/1998","959.00","959.00","959.00","959.00","","0.21%"
"11/05/1998","957.00","957.00","957.00","957.00","","-0.10%"
"11/04/1998","958.00","958.00","958.00","958.00","","0.00%"
"11/03/1998","958.00","958.00","958.00","958.00","","0.00%"
"11/02/1998","958.00","958.00","958.00","958.00","","0.31%"
"10/30/1998","955.00","955.00","955.00","955.00","","0.10%"
"10/29/1998","954.00","954.00","954.00","954.00","","-0.52%"
"10/28/1998","959.00","959.00","959.00","959.00","","-0.72%"
"10/27/1998","966.00","966.00","966.00","966.00","","-0.41%"
"10/26/1998","970.00","970.00","970.00","970.00","","-0.82%"
"10/23/1998","978.00","978.00","978.00","978.00","","-0.91%"
"10/22/1998","987.00","987.00","987.00","987.00","","-0.50%"
"10/21/1998","992.00","992.00","992.00","992.00","","-0.70%"
"10/20/1998","999.00","999.00","999.00","999.00","","-0.40%"
"10/19/1998","1,003.00","1,003.00","1,003.00","1,003.00","","-0.20%"
"10/16/1998","1,005.00","1,005.00","1,005.00","1,005.00","","-0.30%"
"10/15/1998","1,008.00","1,008.00","1,008.00","1,008.00","","0.00%"
"10/14/1998","1,008.00","1,008.00","1,008.00","1,008.00","","0.10%"
"10/13/1998","1,007.00","1,007.00","1,007.00","1,007.00","","0.30%"
"10/12/1998","1,004.00","1,004.00","1,004.00","1,004.00","","0.40%"
"10/09/1998","1,000.00","1,000.00","1,000.00","1,000.00","","1.01%"
"10/08/1998","990.00","990.00","990.00","990.00","","0.51%"
"10/07/1998","985.00","985.00","985.00","985.00","","0.51%"
"10/06/1998","980.00","980.00","980.00","980.00","","0.51%"
"10/05/1998","975.00","975.00","975.00","975.00","","0.83%"
"10/02/1998","967.00","967.00","967.00","967.00","","0.83%"
"10/01/1998","959.00","959.00","959.00","959.00","","1.37%"
"09/30/1998","946.00","946.00","946.00","946.00","","1.18%"
"09/29/1998","935.00","935.00","935.00","935.00","","1.19%"
"09/28/1998","924.00","924.00","924.00","924.00","","0.76%"
"09/25/1998","917.00","917.00","917.00","917.00","","0.66%"
"09/24/1998","911.00","911.00","911.00","911.00","","0.55%"
"09/23/1998","906.00","906.00","906.00","906.00","","0.67%"
"09/22/1998","900.00","900.00","900.00","900.00","","1.01%"
"09/21/1998","891.00","891.00","891.00","891.00","","1.02%"
"09/18/1998","882.00","882.00","882.00","882.00","","0.68%"
"09/17/1998","876.00","876.00","876.00","876.00","","0.46%"
"09/16/1998","872.00","872.00","872.00","872.00","","0.58%"
"09/15/1998","867.00","867.00","867.00","867.00","","0.93%"
"09/14/1998","859.00","859.00","859.00","859.00","","0.47%"
"09/11/1998","855.00","855.00","855.00","855.00","","1.06%"
"09/10/1998","846.00","846.00","846.00","846.00","","0.83%"
"09/09/1998","839.00","839.00","839.00","839.00","","0.72%"
"09/08/1998","833.00","833.00","833.00","833.00","","0.36%"
"09/07/1998","830.00","830.00","830.00","830.00","","0.36%"
"09/04/1998","827.00","827.00","827.00","827.00","","0.36%"
"09/03/1998","824.00","824.00","824.00","824.00","","0.86%"
"09/02/1998","817.00","817.00","817.00","817.00","","0.00%"
"09/01/1998","817.00","817.00","817.00","817.00","","0.00%"
"08/28/1998","817.00","817.00","817.00","817.00","","0.12%"
"08/27/1998","816.00","816.00","816.00","816.00","","0.00%"
"08/26/1998","816.00","816.00","816.00","816.00","","0.12%"
"08/25/1998","815.00","815.00","815.00","815.00","","0.62%"
"08/24/1998","810.00","810.00","810.00","810.00","","0.50%"
"08/21/1998","806.00","806.00","806.00","806.00","","0.88%"
"08/20/1998","799.00","799.00","799.00","799.00","","1.14%"
"08/19/1998","790.00","790.00","790.00","790.00","","0.64%"
"08/18/1998","785.00","785.00","785.00","785.00","","0.13%"
"08/17/1998","784.00","784.00","784.00","784.00","","0.13%"
"08/14/1998","783.00","783.00","783.00","783.00","","0.38%"
"08/13/1998","780.00","780.00","780.00","780.00","","0.00%"
"08/12/1998","780.00","780.00","780.00","780.00","","-0.38%"
"08/11/1998","783.00","783.00","783.00","783.00","","-0.63%"
"08/10/1998","788.00","788.00","788.00","788.00","","-0.51%"
"08/07/1998","792.00","792.00","792.00","792.00","","-0.75%"
"08/06/1998","798.00","798.00","798.00","798.00","","-1.24%"
"08/05/1998","808.00","808.00","808.00","808.00","","-0.86%"
"08/04/1998","815.00","815.00","815.00","815.00","","-0.85%"
"08/03/1998","822.00","822.00","822.00","822.00","","-0.36%"
"07/31/1998","825.00","825.00","825.00","825.00","","-0.36%"
"07/30/1998","828.00","828.00","828.00","828.00","","-0.12%"
"07/29/1998","829.00","829.00","829.00","829.00","","-0.36%"
"07/28/1998","832.00","832.00","832.00","832.00","","-0.12%"
"07/27/1998","833.00","833.00","833.00","833.00","","-0.48%"
"07/24/1998","837.00","837.00","837.00","837.00","","-0.48%"
"07/23/1998","841.00","841.00","841.00","841.00","","-0.36%"
"07/22/1998","844.00","844.00","844.00","844.00","","-0.35%"
"07/21/1998","847.00","847.00","847.00","847.00","","-0.35%"
"07/20/1998","850.00","850.00","850.00","850.00","","0.35%"
"07/17/1998","847.00","847.00","847.00","847.00","","0.12%"
"07/16/1998","846.00","846.00","846.00","846.00","","0.12%"
"07/15/1998","845.00","845.00","845.00","845.00","","-0.12%"
